Datetime,Open,High,Low,Close,Volume
2020-03-10 09:30:00-04:00,158.16,158.3,156.17,156.4,2726358
2020-03-10 09:32:00-04:00,156.4,156.97,155.91,156.97,644539
2020-03-10 09:34:00-04:00,157.33,157.33,156.23,156.23,492569
2020-03-10 09:36:00-04:00,156.25,156.25,155.65,155.75,488593
2020-03-10 09:38:00-04:00,155.83,155.98,155.75,155.98,382901
2020-03-10 09:40:00-04:00,155.96,155.96,155.55,155.89,366056
2020-03-10 09:42:00-04:00,155.95,156.09,155.73,156.09,330318
2020-03-10 09:44:00-04:00,156.3,156.3,156.1,156.28,329404
2020-03-10 09:46:00-04:00,156.29,156.36,156.06,156.06,284975
2020-03-10 09:48:00-04:00,156.04,156.3,155.94,156.3,262949
2020-03-10 09:50:00-04:00,156.31,156.68,156.18,156.18,385289
2020-03-10 09:52:00-04:00,156.02,156.49,156.0,156.49,446484
2020-03-10 09:54:00-04:00,156.61,156.67,156.46,156.67,263659
2020-03-10 09:56:00-04:00,156.69,156.97,156.62,156.97,271758
2020-03-10 09:58:00-04:00,156.75,157.12,156.46,156.86,266184
2020-03-10 10:00:00-04:00,156.84,157.4,156.51,157.15,300499
2020-03-10 10:02:00-04:00,157.16,157.84,157.16,157.78,264540
2020-03-10 10:04:00-04:00,157.77,157.9,157.17,157.24,341389
2020-03-10 10:06:00-04:00,157.28,157.99,157.24,157.89,278163
2020-03-10 10:08:00-04:00,157.95,158.29,157.82,158.18,389456
2020-03-10 10:10:00-04:00,158.17,158.59,158.06,158.55,272974
2020-03-10 10:12:00-04:00,158.56,158.92,158.51,158.78,272951
2020-03-10 10:14:00-04:00,158.78,159.01,158.5,158.67,258761
2020-03-10 10:16:00-04:00,158.69,158.83,158.35,158.52,253097
2020-03-10 10:18:00-04:00,158.51,158.95,158.29,158.45,197342
2020-03-10 10:20:00-04:00,158.48,158.98,158.48,158.85,220616
2020-03-10 10:22:00-04:00,158.83,158.9,158.1,158.23,280530
2020-03-10 10:24:00-04:00,158.24,158.55,157.89,158.1,240542
2020-03-10 10:26:00-04:00,158.09,158.09,157.8,157.96,245902
2020-03-10 10:28:00-04:00,157.95,158.12,157.8,157.87,188365
2020-03-10 10:30:00-04:00,157.9,158.13,157.75,157.85,316433
2020-03-10 10:32:00-04:00,157.88,158.09,157.74,157.94,291507
2020-03-10 10:34:00-04:00,157.87,158.22,157.85,158.12,231516
2020-03-10 10:36:00-04:00,158.15,158.18,157.78,157.84,287947
2020-03-10 10:38:00-04:00,157.9,158.13,157.77,157.86,178066
2020-03-10 10:40:00-04:00,157.91,158.05,157.28,157.53,203237
2020-03-10 10:42:00-04:00,157.52,157.65,156.69,157.17,290256
2020-03-10 10:44:00-04:00,157.18,157.21,156.87,157.04,208008
2020-03-10 10:46:00-04:00,157.06,157.1,155.93,156.04,423837
2020-03-10 10:48:00-04:00,156.08,156.22,155.5,155.65,298709
2020-03-10 10:50:00-04:00,155.66,155.85,155.46,155.55,260493
2020-03-10 10:52:00-04:00,155.58,155.58,155.15,155.34,243089
2020-03-10 10:54:00-04:00,155.34,155.74,155.09,155.69,234452
2020-03-10 10:56:00-04:00,155.73,156.07,155.59,155.94,253155
2020-03-10 10:58:00-04:00,155.91,155.91,154.77,154.79,437293
2020-03-10 11:00:00-04:00,154.78,155.02,154.1,154.4,310932
2020-03-10 11:02:00-04:00,154.42,155.12,154.16,155.05,290265
2020-03-10 11:04:00-04:00,155.01,155.24,154.75,154.94,215735
2020-03-10 11:06:00-04:00,154.98,155.8,154.98,155.47,222385
2020-03-10 11:08:00-04:00,155.46,156.19,155.42,156.05,280507
2020-03-10 11:10:00-04:00,156.03,156.06,155.1,155.13,269507
2020-03-10 11:12:00-04:00,155.19,155.59,154.84,154.84,195263
2020-03-10 11:14:00-04:00,154.84,155.01,154.55,154.78,208152
2020-03-10 11:16:00-04:00,154.84,155.09,154.26,154.49,283625
2020-03-10 11:18:00-04:00,154.49,154.53,154.09,154.27,219624
2020-03-10 11:20:00-04:00,154.24,154.58,154.05,154.32,180507
2020-03-10 11:22:00-04:00,154.32,154.45,153.83,154.08,248615
2020-03-10 11:24:00-04:00,154.06,154.06,153.0,153.01,323142
2020-03-10 11:26:00-04:00,153.0,153.92,152.92,153.79,347042
2020-03-10 11:28:00-04:00,153.8,154.38,153.12,153.12,323338
2020-03-10 11:30:00-04:00,153.2,153.72,152.89,153.19,391221
2020-03-10 11:32:00-04:00,153.25,153.53,153.0,153.16,212187
2020-03-10 11:34:00-04:00,153.18,153.66,152.96,153.02,301793
2020-03-10 11:36:00-04:00,153.0,153.34,152.74,152.79,336986
2020-03-10 11:38:00-04:00,152.79,153.68,152.58,153.59,274841
2020-03-10 11:40:00-04:00,153.7,153.91,153.02,153.21,260256
2020-03-10 11:42:00-04:00,153.22,154.51,153.19,154.25,285701
2020-03-10 11:44:00-04:00,154.24,155.07,154.16,155.01,300720
2020-03-10 11:46:00-04:00,155.0,155.6,154.74,154.76,367557
2020-03-10 11:48:00-04:00,154.82,155.24,154.64,154.7,232074
2020-03-10 11:50:00-04:00,154.65,154.95,154.23,154.23,201155
2020-03-10 11:52:00-04:00,154.23,154.45,153.63,153.71,244013
2020-03-10 11:54:00-04:00,153.7,154.13,153.38,153.83,183490
2020-03-10 11:56:00-04:00,153.81,153.95,153.18,153.73,179999
2020-03-10 11:58:00-04:00,153.74,154.54,153.61,153.94,311812
2020-03-10 12:00:00-04:00,154.02,155.43,153.99,155.37,197208
2020-03-10 12:02:00-04:00,155.39,155.79,154.79,154.96,305842
2020-03-10 12:04:00-04:00,155.0,155.13,154.52,154.66,148283
2020-03-10 12:06:00-04:00,154.68,155.23,154.67,155.02,222813
2020-03-10 12:08:00-04:00,155.06,155.46,154.83,155.33,198172
2020-03-10 12:10:00-04:00,155.69,155.76,155.61,155.71,131705
2020-03-10 12:12:00-04:00,155.97,156.64,155.96,156.46,488756
2020-03-10 12:14:00-04:00,156.49,156.82,156.35,156.8,244089
2020-03-10 12:16:00-04:00,156.79,156.94,156.1,156.17,258093
2020-03-10 12:18:00-04:00,156.17,156.84,156.12,156.63,173929
2020-03-10 12:20:00-04:00,156.68,156.87,156.15,156.2,167471
2020-03-10 12:22:00-04:00,156.19,156.75,156.11,156.5,131774
2020-03-10 12:24:00-04:00,156.52,156.69,156.22,156.35,152842
2020-03-10 12:26:00-04:00,156.33,156.68,156.04,156.13,200343
2020-03-10 12:28:00-04:00,156.13,156.29,155.63,155.66,223025
2020-03-10 12:30:00-04:00,155.65,155.78,155.05,155.25,191196
2020-03-10 12:32:00-04:00,155.25,155.5,154.96,155.06,204168
2020-03-10 12:34:00-04:00,155.09,155.4,154.75,154.94,161302
2020-03-10 12:36:00-04:00,154.94,155.84,154.87,155.55,195267
2020-03-10 12:38:00-04:00,155.48,155.69,155.14,155.35,129406
2020-03-10 12:40:00-04:00,155.42,155.5,154.77,154.83,155442
2020-03-10 12:42:00-04:00,155.3,155.78,155.09,155.61,175828
2020-03-10 12:44:00-04:00,155.61,156.24,155.54,156.21,234637
2020-03-10 12:46:00-04:00,156.23,156.29,155.74,155.82,146614
2020-03-10 12:48:00-04:00,155.84,156.12,155.49,155.6,135675
2020-03-10 12:50:00-04:00,155.64,155.97,155.29,155.92,146773
2020-03-10 12:52:00-04:00,155.94,156.44,155.72,156.18,139398
2020-03-10 12:54:00-04:00,156.2,156.67,156.14,156.6,171160
2020-03-10 12:56:00-04:00,156.57,156.61,156.17,156.31,123614
2020-03-10 12:58:00-04:00,156.29,156.54,155.68,155.69,120075
2020-03-10 13:00:00-04:00,155.71,155.8,154.67,154.71,283523
2020-03-10 13:02:00-04:00,154.83,154.98,154.66,154.96,176945
2020-03-10 13:04:00-04:00,154.95,155.16,154.51,154.66,192677
2020-03-10 13:06:00-04:00,154.65,155.54,154.59,155.39,236163
2020-03-10 13:08:00-04:00,155.41,155.94,155.33,155.82,188461
2020-03-10 13:10:00-04:00,155.81,155.91,155.15,155.46,217758
2020-03-10 13:12:00-04:00,155.46,156.03,155.39,156.02,184169
2020-03-10 13:14:00-04:00,156.02,156.14,155.81,155.95,203821
2020-03-10 13:16:00-04:00,155.97,156.21,155.21,156.15,241955
2020-03-10 13:18:00-04:00,156.14,156.6,156.0,156.16,203429
2020-03-10 13:20:00-04:00,156.18,157.06,156.17,156.45,244007
2020-03-10 13:22:00-04:00,156.47,156.69,156.19,156.5,164451
2020-03-10 13:24:00-04:00,156.51,156.8,156.19,156.43,179512
2020-03-10 13:26:00-04:00,156.43,156.45,155.91,156.21,162013
2020-03-10 13:28:00-04:00,156.2,156.48,155.95,156.19,179481
2020-03-10 13:30:00-04:00,156.21,156.65,155.87,156.03,303407
2020-03-10 13:32:00-04:00,156.0,156.1,155.47,156.01,197559
2020-03-10 13:34:00-04:00,156.0,156.35,155.7,155.86,224414
2020-03-10 13:36:00-04:00,155.94,156.0,155.41,155.66,170938
2020-03-10 13:38:00-04:00,155.69,155.9,155.21,155.86,247883
2020-03-10 13:40:00-04:00,155.88,156.02,155.24,155.44,247906
2020-03-10 13:42:00-04:00,155.44,155.9,155.3,155.74,138516
2020-03-10 13:44:00-04:00,155.81,155.83,155.1,155.2,107958
2020-03-10 13:46:00-04:00,155.2,155.26,154.74,154.75,199660
2020-03-10 13:48:00-04:00,154.72,155.09,154.65,154.89,127322
2020-03-10 13:50:00-04:00,154.87,155.29,154.81,155.0,114860
2020-03-10 13:52:00-04:00,154.94,155.16,154.37,154.57,189940
2020-03-10 13:54:00-04:00,154.55,154.64,154.33,154.5,139797
2020-03-10 13:56:00-04:00,154.56,154.84,154.11,154.7,176971
2020-03-10 13:58:00-04:00,154.68,154.91,154.4,154.59,157831
2020-03-10 14:00:00-04:00,154.58,154.59,153.7,153.9,217893
2020-03-10 14:02:00-04:00,153.9,154.13,153.82,153.94,123674
2020-03-10 14:04:00-04:00,153.96,154.34,153.43,153.43,234388
2020-03-10 14:06:00-04:00,153.42,154.25,153.41,154.1,214963
2020-03-10 14:08:00-04:00,154.03,154.87,153.82,154.81,216444
2020-03-10 14:10:00-04:00,154.76,154.83,154.31,154.53,178913
2020-03-10 14:12:00-04:00,154.59,155.07,154.56,154.74,260543
2020-03-10 14:14:00-04:00,154.69,155.39,154.64,154.9,233710
2020-03-10 14:16:00-04:00,154.95,155.08,154.71,154.89,133988
2020-03-10 14:18:00-04:00,154.91,154.97,154.66,154.86,118946
2020-03-10 14:20:00-04:00,154.92,155.24,154.71,155.04,136961
2020-03-10 14:22:00-04:00,155.04,155.18,154.28,154.5,196185
2020-03-10 14:24:00-04:00,154.59,154.59,154.05,154.27,127394
2020-03-10 14:26:00-04:00,154.26,154.75,154.02,154.66,191157
2020-03-10 14:28:00-04:00,154.7,155.78,154.63,155.58,283329
2020-03-10 14:30:00-04:00,155.57,156.01,155.3,155.87,292692
2020-03-10 14:32:00-04:00,155.88,156.08,155.63,155.92,217736
2020-03-10 14:34:00-04:00,155.96,156.35,155.95,156.35,154065
2020-03-10 14:36:00-04:00,156.33,156.52,156.04,156.06,145881
2020-03-10 14:38:00-04:00,156.04,156.38,155.88,155.99,280832
2020-03-10 14:40:00-04:00,155.97,157.0,155.85,156.88,241203
2020-03-10 14:42:00-04:00,156.88,156.99,156.4,156.88,234275
2020-03-10 14:44:00-04:00,156.88,157.25,156.79,157.22,300001
2020-03-10 14:46:00-04:00,157.2,157.8,157.06,157.8,302645
2020-03-10 14:48:00-04:00,157.84,158.07,157.45,157.91,326273
2020-03-10 14:50:00-04:00,157.95,157.99,156.9,157.3,235929
2020-03-10 14:52:00-04:00,157.31,157.5,157.0,157.32,150774
2020-03-10 14:54:00-04:00,157.32,157.78,157.06,157.62,206848
2020-03-10 14:56:00-04:00,157.62,157.62,156.68,156.73,286230
2020-03-10 14:58:00-04:00,156.73,157.22,156.71,157.21,162308
2020-03-10 15:00:00-04:00,157.24,157.57,156.85,156.95,278418
2020-03-10 15:02:00-04:00,156.96,157.69,156.79,157.56,233337
2020-03-10 15:04:00-04:00,157.6,157.9,157.41,157.72,328540
2020-03-10 15:06:00-04:00,157.73,157.73,157.14,157.33,239468
2020-03-10 15:08:00-04:00,157.38,157.65,157.1,157.28,237683
2020-03-10 15:10:00-04:00,157.27,157.7,157.24,157.56,257439
2020-03-10 15:12:00-04:00,157.57,157.75,157.27,157.68,206556
2020-03-10 15:14:00-04:00,157.65,157.92,157.4,157.5,267018
2020-03-10 15:16:00-04:00,157.5,158.34,157.43,158.29,292845
2020-03-10 15:18:00-04:00,158.27,158.94,158.11,158.83,341963
2020-03-10 15:20:00-04:00,158.78,159.11,158.35,159.11,336302
2020-03-10 15:22:00-04:00,159.14,159.25,158.71,158.81,285612
2020-03-10 15:24:00-04:00,158.82,159.05,158.09,158.25,319880
2020-03-10 15:26:00-04:00,158.25,158.29,157.65,157.99,330293
2020-03-10 15:28:00-04:00,157.99,158.32,157.66,157.78,299658
2020-03-10 15:30:00-04:00,157.76,158.08,157.14,157.29,363292
2020-03-10 15:32:00-04:00,157.35,158.44,157.35,158.34,318872
2020-03-10 15:34:00-04:00,158.34,158.39,157.61,158.2,291234
2020-03-10 15:36:00-04:00,158.2,158.32,157.89,158.08,248307
2020-03-10 15:38:00-04:00,158.1,158.81,157.93,158.68,375431
2020-03-10 15:40:00-04:00,158.68,158.9,158.37,158.86,313503
2020-03-10 15:42:00-04:00,158.84,158.94,158.11,158.52,393956
2020-03-10 15:44:00-04:00,158.48,158.75,158.12,158.7,354701
2020-03-10 15:46:00-04:00,158.72,158.86,158.54,158.55,356955
2020-03-10 15:48:00-04:00,158.57,159.27,158.55,159.14,483356
2020-03-10 15:50:00-04:00,159.14,159.46,158.94,159.27,713246
2020-03-10 15:52:00-04:00,159.27,159.31,158.62,159.26,603243
2020-03-10 15:54:00-04:00,159.26,160.03,158.68,159.88,1462296
2020-03-10 15:56:00-04:00,159.88,160.54,159.77,159.88,925820
2020-03-10 15:58:00-04:00,159.89,161.03,159.52,161.03,2507558
2020-03-11 09:30:00-04:00,157.07,157.44,156.31,156.82,1708157
2020-03-11 09:32:00-04:00,156.87,157.43,156.19,156.67,353028
2020-03-11 09:34:00-04:00,157.07,157.07,156.25,156.74,454174
2020-03-11 09:36:00-04:00,156.71,156.71,156.03,156.34,384392
2020-03-11 09:38:00-04:00,156.18,156.18,155.54,155.54,437609
2020-03-11 09:40:00-04:00,155.4,155.6,155.09,155.6,468542
2020-03-11 09:42:00-04:00,155.86,156.52,155.86,156.2,537893
2020-03-11 09:44:00-04:00,156.31,156.66,156.31,156.66,417910
2020-03-11 09:46:00-04:00,156.75,156.75,156.01,156.14,316683
2020-03-11 09:48:00-04:00,156.12,156.12,155.66,155.66,260435
2020-03-11 09:50:00-04:00,155.76,155.99,155.71,155.99,285300
2020-03-11 09:52:00-04:00,155.8,156.36,155.8,156.19,230813
2020-03-11 09:54:00-04:00,156.15,156.15,156.04,156.04,230037
2020-03-11 09:56:00-04:00,155.9,156.43,155.9,156.43,278216
2020-03-11 09:58:00-04:00,156.42,156.67,156.05,156.64,212012
2020-03-11 10:00:00-04:00,156.63,156.98,156.16,156.7,266635
2020-03-11 10:02:00-04:00,156.73,156.8,156.36,156.38,174381
2020-03-11 10:04:00-04:00,156.36,156.77,156.22,156.58,166499
2020-03-11 10:06:00-04:00,156.64,156.72,156.06,156.65,194307
2020-03-11 10:08:00-04:00,156.66,157.24,156.64,156.88,371398
2020-03-11 10:10:00-04:00,156.91,157.23,156.64,156.9,276358
2020-03-11 10:12:00-04:00,156.89,157.03,156.59,156.92,189579
2020-03-11 10:14:00-04:00,156.91,156.92,156.39,156.56,194832
2020-03-11 10:16:00-04:00,156.53,156.84,156.42,156.6,149651
2020-03-11 10:18:00-04:00,156.65,156.72,156.34,156.57,150882
2020-03-11 10:20:00-04:00,156.55,156.68,156.06,156.09,200957
2020-03-11 10:22:00-04:00,156.07,156.3,155.97,155.98,272978
2020-03-11 10:24:00-04:00,155.98,156.12,155.63,155.98,312687
2020-03-11 10:26:00-04:00,155.97,155.97,155.61,155.63,180975
2020-03-11 10:28:00-04:00,155.6,155.63,155.33,155.39,354514
2020-03-11 10:30:00-04:00,155.39,155.51,155.04,155.37,251331
2020-03-11 10:32:00-04:00,155.37,155.8,155.37,155.77,219687
2020-03-11 10:34:00-04:00,155.78,155.98,155.53,155.68,175753
2020-03-11 10:36:00-04:00,155.65,155.65,154.96,155.01,395694
2020-03-11 10:38:00-04:00,155.03,155.34,154.96,155.01,190021
2020-03-11 10:40:00-04:00,154.98,155.27,154.8,155.06,188691
2020-03-11 10:42:00-04:00,155.08,155.18,154.61,154.65,179846
2020-03-11 10:44:00-04:00,154.68,154.89,154.58,154.89,181205
2020-03-11 10:46:00-04:00,154.9,155.4,154.9,155.05,267906
2020-03-11 10:48:00-04:00,155.04,155.3,154.65,154.73,274570
2020-03-11 10:50:00-04:00,154.77,154.94,154.57,154.75,223751
2020-03-11 10:52:00-04:00,154.74,154.96,154.66,154.91,156154
2020-03-11 10:54:00-04:00,154.97,155.15,154.82,154.93,153789
2020-03-11 10:56:00-04:00,154.9,155.1,154.85,154.87,176031
2020-03-11 10:58:00-04:00,154.88,155.36,154.76,155.1,246365
2020-03-11 11:00:00-04:00,155.24,155.69,155.07,155.55,256084
2020-03-11 11:02:00-04:00,155.53,155.62,155.21,155.21,219261
2020-03-11 11:04:00-04:00,155.2,155.35,154.93,155.08,135824
2020-03-11 11:06:00-04:00,155.08,155.14,154.86,155.06,127611
2020-03-11 11:08:00-04:00,155.12,155.52,154.83,155.4,183130
2020-03-11 11:10:00-04:00,155.4,155.42,154.88,154.97,178703
2020-03-11 11:12:00-04:00,154.98,155.42,154.91,155.36,148967
2020-03-11 11:14:00-04:00,155.34,155.49,155.01,155.05,109009
2020-03-11 11:16:00-04:00,155.08,155.12,154.88,155.0,138050
2020-03-11 11:18:00-04:00,155.01,155.05,154.37,154.5,248796
2020-03-11 11:20:00-04:00,154.5,154.64,154.06,154.09,188200
2020-03-11 11:22:00-04:00,154.09,154.41,153.95,154.03,281728
2020-03-11 11:24:00-04:00,154.05,154.33,153.94,154.15,148757
2020-03-11 11:26:00-04:00,154.21,154.33,153.99,154.24,137871
2020-03-11 11:28:00-04:00,154.23,154.35,153.98,154.14,192845
2020-03-11 11:30:00-04:00,154.19,154.48,154.05,154.42,233753
2020-03-11 11:32:00-04:00,154.41,154.77,154.32,154.59,253334
2020-03-11 11:34:00-04:00,154.59,154.67,154.26,154.29,99963
2020-03-11 11:36:00-04:00,154.3,154.68,154.22,154.61,146546
2020-03-11 11:38:00-04:00,154.59,154.86,154.57,154.7,166178
2020-03-11 11:40:00-04:00,154.68,154.85,154.54,154.65,150162
2020-03-11 11:42:00-04:00,154.65,154.69,154.29,154.41,149553
2020-03-11 11:44:00-04:00,154.38,154.81,154.36,154.44,135471
2020-03-11 11:46:00-04:00,154.46,154.46,154.06,154.38,125869
2020-03-11 11:48:00-04:00,154.37,154.59,154.16,154.4,142609
2020-03-11 11:50:00-04:00,154.43,154.64,154.43,154.51,135038
2020-03-11 11:52:00-04:00,154.21,154.24,154.17,154.17,147788
2020-03-11 11:54:00-04:00,154.29,154.44,154.22,154.3,208525
2020-03-11 11:56:00-04:00,154.32,154.7,154.27,154.38,125643
2020-03-11 11:58:00-04:00,154.4,154.94,154.28,154.86,136156
2020-03-11 12:00:00-04:00,154.89,154.91,154.52,154.53,129437
2020-03-11 12:02:00-04:00,154.52,154.87,154.44,154.85,142069
2020-03-11 12:04:00-04:00,154.86,155.25,154.85,155.15,194958
2020-03-11 12:06:00-04:00,155.2,155.21,154.98,155.2,128684
2020-03-11 12:08:00-04:00,155.21,155.57,155.17,155.53,164326
2020-03-11 12:10:00-04:00,155.53,155.65,155.41,155.56,194962
2020-03-11 12:12:00-04:00,155.56,156.24,155.47,156.19,284865
2020-03-11 12:14:00-04:00,156.19,156.26,155.9,156.24,252071
2020-03-11 12:16:00-04:00,156.2,156.43,156.04,156.4,201406
2020-03-11 12:18:00-04:00,156.39,156.71,156.39,156.51,188206
2020-03-11 12:20:00-04:00,156.5,156.64,156.42,156.52,195129
2020-03-11 12:22:00-04:00,156.54,156.54,156.07,156.32,266034
2020-03-11 12:24:00-04:00,156.28,156.51,156.04,156.04,165127
2020-03-11 12:26:00-04:00,156.06,156.21,155.41,155.48,229358
2020-03-11 12:28:00-04:00,155.54,155.87,155.49,155.55,116699
2020-03-11 12:30:00-04:00,155.55,155.78,155.36,155.74,116984
2020-03-11 12:32:00-04:00,155.79,155.87,155.53,155.54,99989
2020-03-11 12:34:00-04:00,155.55,155.6,155.22,155.53,166043
2020-03-11 12:36:00-04:00,155.53,155.54,155.3,155.4,91381
2020-03-11 12:38:00-04:00,155.38,155.38,154.8,154.89,140437
2020-03-11 12:40:00-04:00,154.9,155.14,154.33,154.4,185725
2020-03-11 12:42:00-04:00,154.39,154.49,154.0,154.0,287820
2020-03-11 12:44:00-04:00,154.0,154.52,153.79,154.46,266643
2020-03-11 12:46:00-04:00,154.13,154.15,154.07,154.11,132524
2020-03-11 12:48:00-04:00,153.9,153.98,153.89,153.97,208641
2020-03-11 12:50:00-04:00,154.0,154.38,153.9,154.32,129258
2020-03-11 12:52:00-04:00,154.28,154.54,154.13,154.32,130735
2020-03-11 12:54:00-04:00,154.34,154.41,153.81,153.87,170168
2020-03-11 12:56:00-04:00,153.87,154.03,153.65,153.71,181497
2020-03-11 12:58:00-04:00,153.72,154.17,153.68,154.02,176133
2020-03-11 13:00:00-04:00,154.03,154.06,153.46,153.6,223100
2020-03-11 13:02:00-04:00,153.57,153.71,153.42,153.42,162772
2020-03-11 13:04:00-04:00,153.42,153.49,153.12,153.21,242411
2020-03-11 13:06:00-04:00,153.23,153.48,153.1,153.1,201988
2020-03-11 13:08:00-04:00,153.09,153.15,152.93,153.04,339572
2020-03-11 13:10:00-04:00,153.05,153.52,152.95,153.35,183959
2020-03-11 13:12:00-04:00,153.34,153.53,153.17,153.37,139070
2020-03-11 13:14:00-04:00,153.41,153.84,153.25,153.72,179774
2020-03-11 13:16:00-04:00,153.73,153.92,153.44,153.63,178213
2020-03-11 13:18:00-04:00,153.63,153.86,153.49,153.73,138756
2020-03-11 13:20:00-04:00,153.68,154.0,153.67,153.9,145926
2020-03-11 13:22:00-04:00,153.9,153.93,153.36,153.54,135712
2020-03-11 13:24:00-04:00,153.53,153.9,153.35,153.9,128824
2020-03-11 13:26:00-04:00,153.89,154.1,153.77,153.9,194247
2020-03-11 13:28:00-04:00,153.88,154.15,153.74,154.1,132523
2020-03-11 13:30:00-04:00,154.11,154.25,153.92,154.08,147692
2020-03-11 13:32:00-04:00,154.06,154.24,153.87,153.94,137196
2020-03-11 13:34:00-04:00,153.95,154.14,153.81,153.85,102754
2020-03-11 13:36:00-04:00,153.89,153.92,153.7,153.8,83366
2020-03-11 13:38:00-04:00,153.81,153.9,153.57,153.72,167074
2020-03-11 13:40:00-04:00,153.72,153.87,153.51,153.53,158880
2020-03-11 13:42:00-04:00,153.54,153.61,153.3,153.4,150577
2020-03-11 13:44:00-04:00,153.4,153.56,153.23,153.35,209861
2020-03-11 13:46:00-04:00,153.37,153.99,153.37,153.72,168729
2020-03-11 13:48:00-04:00,153.73,154.46,153.73,154.16,184529
2020-03-11 13:50:00-04:00,154.19,154.23,153.77,154.0,108762
2020-03-11 13:52:00-04:00,153.98,154.05,153.62,153.68,127541
2020-03-11 13:54:00-04:00,153.7,154.15,153.52,154.07,158578
2020-03-11 13:56:00-04:00,154.07,154.47,154.05,154.18,173847
2020-03-11 13:58:00-04:00,154.2,154.31,154.04,154.18,130840
2020-03-11 14:00:00-04:00,154.21,154.6,154.16,154.32,262559
2020-03-11 14:02:00-04:00,154.32,154.5,153.9,153.94,260574
2020-03-11 14:04:00-04:00,153.99,154.17,153.67,154.07,213828
2020-03-11 14:06:00-04:00,154.05,154.34,153.85,153.88,149736
